,player_name,market,line,over_under,odds,league,sport,bookmaker,implied_probability,no_vig_prob
42,Connor McMichael,player_points,0.5,Over,170,NHL,icehockey_nhl,Pinnacle,37.03703703703704,0.3433089780802722
43,Connor McMichael,player_points,0.5,Under,-243,NHL,icehockey_nhl,Pinnacle,70.8454810495627,0.6566910219197278
44,Chris Kreider,player_points,0.5,Over,-191,NHL,icehockey_nhl,Pinnacle,65.63573883161511,0.6106971330720143
45,Chris Kreider,player_points,0.5,Under,139,NHL,icehockey_nhl,Pinnacle,41.84100418410041,0.38930286692798566
46,Vincent Trocheck,player_points,0.5,Over,-233,NHL,icehockey_nhl,Pinnacle,69.96996996996997,0.6487786356157449
47,Vincent Trocheck,player_points,0.5,Under,164,NHL,icehockey_nhl,Pinnacle,37.878787878787875,0.35122136438425516
48,Mika Zibanejad,player_points,0.5,Over,-207,NHL,icehockey_nhl,Pinnacle,67.42671009771986,0.626715951509551
49,Mika Zibanejad,player_points,0.5,Under,149,NHL,icehockey_nhl,Pinnacle,40.16064257028113,0.37328404849044905
50,Alexander Wennberg,player_points,0.5,Over,157,NHL,icehockey_nhl,Pinnacle,38.91050583657588,0.36109205035040554
51,Alexander Wennberg,player_points,0.5,Under,-221,NHL,icehockey_nhl,Pinnacle,68.84735202492212,0.6389079496495944
52,Artemi Panarin,player_points,1.5,Over,114,NHL,icehockey_nhl,Pinnacle,46.728971962616825,0.436529933481153
53,Artemi Panarin,player_points,1.5,Under,-152,NHL,icehockey_nhl,Pinnacle,60.317460317460316,0.563470066518847
54,Adam Fox,player_points,0.5,Over,-183,NHL,icehockey_nhl,Pinnacle,64.66431095406361,0.6020921796349935
55,Adam Fox,player_points,0.5,Under,134,NHL,icehockey_nhl,Pinnacle,42.73504273504273,0.3979078203650066
56,Jack Roslovic,player_points,0.5,Over,129,NHL,icehockey_nhl,Pinnacle,43.66812227074236,0.4069552349241583
57,Jack Roslovic,player_points,0.5,Under,-175,NHL,icehockey_nhl,Pinnacle,63.63636363636363,0.5930447650758416
58,Alexis Lafrenière,player_points,0.5,Over,-122,NHL,icehockey_nhl,Pinnacle,54.95495495495496,0.5130795235028976
59,Alexis Lafrenière,player_points,0.5,Under,-109,NHL,icehockey_nhl,Pinnacle,52.15311004784689,0.48692047649710235
60,Alex Ovechkin,player_shots_on_goal,2.5,Over,-178,NHL,icehockey_nhl,Pinnacle,64.02877697841727,0.5966220726080269
61,Alex Ovechkin,player_shots_on_goal,2.5,Under,131,NHL,icehockey_nhl,Pinnacle,43.290043290043286,0.40337792739197303
62,T.J. Oshie,player_shots_on_goal,1.5,Over,-135,NHL,icehockey_nhl,Pinnacle,57.446808510638306,0.5371282253299192
63,T.J. Oshie,player_shots_on_goal,1.5,Under,102,NHL,icehockey_nhl,Pinnacle,49.504950495049506,0.46287177467008067
64,Max Pacioretty,player_shots_on_goal,1.5,Over,-182,NHL,icehockey_nhl,Pinnacle,64.53900709219859,0.6016273944736396
65,Max Pacioretty,player_shots_on_goal,1.5,Under,134,NHL,icehockey_nhl,Pinnacle,42.73504273504273,0.39837260552636033
66,John Carlson,player_shots_on_goal,2.5,Over,102,NHL,icehockey_nhl,Pinnacle,49.504950495049506,0.46287177467008067
67,John Carlson,player_shots_on_goal,2.5,Under,-135,NHL,icehockey_nhl,Pinnacle,57.446808510638306,0.5371282253299192
68,Tom Wilson,player_shots_on_goal,1.5,Over,-212,NHL,icehockey_nhl,Pinnacle,67.94871794871796,0.6313102665910381
69,Tom Wilson,player_shots_on_goal,1.5,Under,152,NHL,icehockey_nhl,Pinnacle,39.682539682539684,0.368689733408962
70,Dylan Strome,player_shots_on_goal,1.5,Over,-210,NHL,icehockey_nhl,Pinnacle,67.74193548387096,0.6296738740891172
71,Dylan Strome,player_shots_on_goal,1.5,Under,151,NHL,icehockey_nhl,Pinnacle,39.8406374501992,0.3703261259108829
72,Chris Kreider,player_shots_on_goal,2.5,Over,-137,NHL,icehockey_nhl,Pinnacle,57.80590717299579,0.5399040981537925
73,Chris Kreider,player_shots_on_goal,2.5,Under,103,NHL,icehockey_nhl,Pinnacle,49.26108374384236,0.4600959018462076
74,Vincent Trocheck,player_shots_on_goal,2.5,Over,-154,NHL,icehockey_nhl,Pinnacle,60.629921259842526,0.5658861733037088
75,Vincent Trocheck,player_shots_on_goal,2.5,Under,115,NHL,icehockey_nhl,Pinnacle,46.51162790697674,0.4341138266962912
76,Mika Zibanejad,player_shots_on_goal,2.5,Over,-173,NHL,icehockey_nhl,Pinnacle,63.369963369963365,0.589911523035556
77,Mika Zibanejad,player_shots_on_goal,2.5,Under,127,NHL,icehockey_nhl,Pinnacle,44.052863436123346,0.410088476964444
78,Artemi Panarin,player_shots_on_goal,3.5,Over,-138,NHL,icehockey_nhl,Pinnacle,57.98319327731093,0.5418848167539267
79,Artemi Panarin,player_shots_on_goal,3.5,Under,104,NHL,icehockey_nhl,Pinnacle,49.01960784313725,0.45811518324607325
80,Adam Fox,player_shots_on_goal,1.5,Over,-208,NHL,icehockey_nhl,Pinnacle,67.53246753246754,0.6280193236714976
81,Adam Fox,player_shots_on_goal,1.5,Under,150,NHL,icehockey_nhl,Pinnacle,40.0,0.3719806763285024
82,Alexis Lafrenière,player_shots_on_goal,2.5,Over,-112,NHL,icehockey_nhl,Pinnacle,52.83018867924528,0.49393105680530824
83,Alexis Lafrenière,player_shots_on_goal,2.5,Under,-118,NHL,icehockey_nhl,Pinnacle,54.12844036697248,0.5060689431946916
84,Steven Stamkos,player_assists,0.5,Over,155,NHL,icehockey_nhl,Pinnacle,39.21568627450981,0.3645592985694509
85,Steven Stamkos,player_assists,0.5,Under,-216,NHL,icehockey_nhl,Pinnacle,68.35443037974683,0.6354407014305491
86,Victor Hedman,player_assists,0.5,Over,-103,NHL,icehockey_nhl,Pinnacle,50.73891625615764,0.4722145040288969
87,Victor Hedman,player_assists,0.5,Under,-131,NHL,icehockey_nhl,Pinnacle,56.709956709956714,0.5277854959711031
88,Vladimir Tarasenko,player_assists,0.5,Over,183,NHL,icehockey_nhl,Pinnacle,35.3356890459364,0.32714206546416635
89,Vladimir Tarasenko,player_assists,0.5,Under,-266,NHL,icehockey_nhl,Pinnacle,72.6775956284153,0.6728579345358338
90,Nikita Kucherov,player_assists,0.5,Over,-183,NHL,icehockey_nhl,Pinnacle,64.66431095406361,0.6020921796349935
91,Nikita Kucherov,player_assists,0.5,Under,134,NHL,icehockey_nhl,Pinnacle,42.73504273504273,0.3979078203650066
92,Anthony Duclair,player_assists,0.5,Over,235,NHL,icehockey_nhl,Pinnacle,29.850746268656714,0.27459290006095616
93,Anthony Duclair,player_assists,0.5,Under,-373,NHL,icehockey_nhl,Pinnacle,78.8583509513742,0.725407099939044
94,Nicholas Paul,player_assists,0.5,Over,270,NHL,icehockey_nhl,Pinnacle,27.027027027027028,0.24793388429752067
95,Nicholas Paul,player_assists,0.5,Under,-455,NHL,icehockey_nhl,Pinnacle,81.98198198198197,0.7520661157024793
96,Aleksander Barkov,player_assists,0.5,Over,-120,NHL,icehockey_nhl,Pinnacle,54.54545454545454,0.5090470446320868
97,Aleksander Barkov,player_assists,0.5,Under,-111,NHL,icehockey_nhl,Pinnacle,52.60663507109005,0.49095295536791317
98,Sam Reinhart,player_assists,0.5,Over,144,NHL,icehockey_nhl,Pinnacle,40.98360655737705,0.38150348217943464
99,Sam Reinhart,player_assists,0.5,Under,-198,NHL,icehockey_nhl,Pinnacle,66.44295302013423,0.6184965178205653
100,Sam Bennett,player_assists,0.5,Over,269,NHL,icehockey_nhl,Pinnacle,27.100271002710024,0.248587367446293
101,Sam Bennett,player_assists,0.5,Under,-453,NHL,icehockey_nhl,Pinnacle,81.91681735985533,0.751412632553707
102,Brayden Point,player_assists,0.5,Over,144,NHL,icehockey_nhl,Pinnacle,40.98360655737705,0.3811053329254614
103,Brayden Point,player_assists,0.5,Under,-199,NHL,icehockey_nhl,Pinnacle,66.5551839464883,0.6188946670745386
104,Evan Rodrigues,player_assists,0.5,Over,293,NHL,icehockey_nhl,Pinnacle,25.44529262086514,0.23304723469561756
105,Evan Rodrigues,player_assists,0.5,Under,-515,NHL,icehockey_nhl,Pinnacle,83.73983739837398,0.7669527653043824
106,Brandon Hagel,player_assists,0.5,Over,162,NHL,icehockey_nhl,Pinnacle,38.16793893129771,0.3541518654868781
107,Brandon Hagel,player_assists,0.5,Under,-229,NHL,icehockey_nhl,Pinnacle,69.6048632218845,0.645848134513122
108,Carter Verhaeghe,player_assists,0.5,Over,136,NHL,icehockey_nhl,Pinnacle,42.3728813559322,0.39450452438755246
109,Carter Verhaeghe,player_assists,0.5,Under,-186,NHL,icehockey_nhl,Pinnacle,65.03496503496503,0.6054954756124477
110,Anthony Cirelli,player_assists,0.5,Over,228,NHL,icehockey_nhl,Pinnacle,30.48780487804878,0.2807194279957739
111,Anthony Cirelli,player_assists,0.5,Under,-357,NHL,icehockey_nhl,Pinnacle,78.11816192560175,0.7192805720042261
112,Matthew Tkachuk,player_assists,0.5,Over,-110,NHL,icehockey_nhl,Pinnacle,52.38095238095239,0.48987854251012153
113,Matthew Tkachuk,player_assists,0.5,Under,-120,NHL,icehockey_nhl,Pinnacle,54.54545454545454,0.5101214574898785
114,Brandon Montour,player_assists,0.5,Over,164,NHL,icehockey_nhl,Pinnacle,37.878787878787875,0.35122136438425516
115,Brandon Montour,player_assists,0.5,Under,-233,NHL,icehockey_nhl,Pinnacle,69.96996996996997,0.6487786356157449
116,Anton Lundell,player_assists,0.5,Over,288,NHL,icehockey_nhl,Pinnacle,25.773195876288657,0.23616044764389676
117,Anton Lundell,player_assists,0.5,Under,-501,NHL,icehockey_nhl,Pinnacle,83.36106489184692,0.7638395523561032
118,Gustav Forsling,player_assists,0.5,Over,239,NHL,icehockey_nhl,Pinnacle,29.49852507374631,0.2713543459006313
119,Gustav Forsling,player_assists,0.5,Under,-381,NHL,icehockey_nhl,Pinnacle,79.20997920997921,0.7286456540993688
120,Steven Stamkos,player_points,0.5,Over,-171,NHL,icehockey_nhl,Pinnacle,63.09963099630996,0.5878076232774617
121,Steven Stamkos,player_points,0.5,Under,126,NHL,icehockey_nhl,Pinnacle,44.24778761061947,0.4121923767225382
122,Victor Hedman,player_points,0.5,Over,-131,NHL,icehockey_nhl,Pinnacle,56.709956709956714,0.5302041802585478
123,Victor Hedman,player_points,0.5,Under,-101,NHL,icehockey_nhl,Pinnacle,50.24875621890548,0.46979581974145224
124,Vladimir Tarasenko,player_points,0.5,Over,-107,NHL,icehockey_nhl,Pinnacle,51.690821256038646,0.4837800575807956
125,Vladimir Tarasenko,player_points,0.5,Under,-123,NHL,icehockey_nhl,Pinnacle,55.15695067264574,0.5162199424192044
126,Nikita Kucherov,player_points,1.5,Over,129,NHL,icehockey_nhl,Pinnacle,43.66812227074236,0.4069552349241583
127,Nikita Kucherov,player_points,1.5,Under,-175,NHL,icehockey_nhl,Pinnacle,63.63636363636363,0.5930447650758416
128,Anthony Duclair,player_points,0.5,Over,100,NHL,icehockey_nhl,Pinnacle,50.0,0.4572490706319703
129,Anthony Duclair,player_points,0.5,Under,-146,NHL,icehockey_nhl,Pinnacle,59.34959349593496,0.5427509293680298
130,Nicholas Paul,player_points,0.5,Over,124,NHL,icehockey_nhl,Pinnacle,44.642857142857146,0.41594238887509316
131,Nicholas Paul,player_points,0.5,Under,-168,NHL,icehockey_nhl,Pinnacle,62.68656716417911,0.584057611124907
132,Aleksander Barkov,player_points,0.5,Over,-230,NHL,icehockey_nhl,Pinnacle,69.6969696969697,0.647021071772382
133,Aleksander Barkov,player_points,0.5,Under,163,NHL,icehockey_nhl,Pinnacle,38.02281368821293,0.3529789282276179
134,Sam Reinhart,player_points,0.5,Over,-208,NHL,icehockey_nhl,Pinnacle,67.53246753246754,0.6280193236714976
135,Sam Reinhart,player_points,0.5,Under,150,NHL,icehockey_nhl,Pinnacle,40.0,0.3719806763285024
136,Sam Bennett,player_points,0.5,Over,129,NHL,icehockey_nhl,Pinnacle,43.66812227074236,0.4069552349241583
137,Sam Bennett,player_points,0.5,Under,-175,NHL,icehockey_nhl,Pinnacle,63.63636363636363,0.5930447650758416
138,Brayden Point,player_points,0.5,Over,-196,NHL,icehockey_nhl,Pinnacle,66.21621621621621,0.6157441063454149
139,Brayden Point,player_points,0.5,Under,142,NHL,icehockey_nhl,Pinnacle,41.32231404958678,0.3842558936545851
140,Evan Rodrigues,player_points,0.5,Over,158,NHL,icehockey_nhl,Pinnacle,38.759689922480625,0.36019659328081877
141,Evan Rodrigues,player_points,0.5,Under,-221,NHL,icehockey_nhl,Pinnacle,68.84735202492212,0.6398034067191813
142,Brandon Hagel,player_points,0.5,Over,-129,NHL,icehockey_nhl,Pinnacle,56.33187772925764,0.5226164254247955
143,Brandon Hagel,player_points,0.5,Under,-106,NHL,icehockey_nhl,Pinnacle,51.45631067961165,0.47738357457520453
144,Carter Verhaeghe,player_points,0.5,Over,-168,NHL,icehockey_nhl,Pinnacle,62.68656716417911,0.584057611124907
145,Carter Verhaeghe,player_points,0.5,Under,124,NHL,icehockey_nhl,Pinnacle,44.642857142857146,0.41594238887509316
146,Anthony Cirelli,player_points,0.5,Over,120,NHL,icehockey_nhl,Pinnacle,45.45454545454545,0.42367399741267786
147,Anthony Cirelli,player_points,0.5,Under,-162,NHL,icehockey_nhl,Pinnacle,61.832061068702295,0.5763260025873221
148,Matthew Tkachuk,player_points,0.5,Over,-246,NHL,icehockey_nhl,Pinnacle,71.09826589595376,0.6591535976042241
149,Matthew Tkachuk,player_points,0.5,Under,172,NHL,icehockey_nhl,Pinnacle,36.76470588235294,0.34084640239577585
150,Brandon Montour,player_points,0.5,Over,113,NHL,icehockey_nhl,Pinnacle,46.948356807511736,0.43832841450849586
151,Brandon Montour,player_points,0.5,Under,-151,NHL,icehockey_nhl,Pinnacle,60.1593625498008,0.5616715854915041
152,Anton Lundell,player_points,0.5,Over,152,NHL,icehockey_nhl,Pinnacle,39.682539682539684,0.368689733408962
153,Anton Lundell,player_points,0.5,Under,-212,NHL,icehockey_nhl,Pinnacle,67.94871794871796,0.6313102665910381
154,Gustav Forsling,player_points,0.5,Over,180,NHL,icehockey_nhl,Pinnacle,35.714285714285715,0.33064663857849425
155,Gustav Forsling,player_points,0.5,Under,-261,NHL,icehockey_nhl,Pinnacle,72.29916897506925,0.6693533614215057
156,Steven Stamkos,player_shots_on_goal,3.5,Over,144,NHL,icehockey_nhl,Pinnacle,40.98360655737705,0.3811053329254614
157,Steven Stamkos,player_shots_on_goal,3.5,Under,-199,NHL,icehockey_nhl,Pinnacle,66.5551839464883,0.6188946670745386
158,Victor Hedman,player_shots_on_goal,1.5,Over,-212,NHL,icehockey_nhl,Pinnacle,67.94871794871796,0.6313102665910381
159,Victor Hedman,player_shots_on_goal,1.5,Under,152,NHL,icehockey_nhl,Pinnacle,39.682539682539684,0.368689733408962
160,Vladimir Tarasenko,player_shots_on_goal,2.5,Over,150,NHL,icehockey_nhl,Pinnacle,40.0,0.37161755862898377
161,Vladimir Tarasenko,player_shots_on_goal,2.5,Under,-209,NHL,icehockey_nhl,Pinnacle,67.63754045307444,0.6283824413710163
162,Nikita Kucherov,player_shots_on_goal,3.5,Over,115,NHL,icehockey_nhl,Pinnacle,46.51162790697674,0.43348916277093075
163,Nikita Kucherov,player_shots_on_goal,3.5,Under,-155,NHL,icehockey_nhl,Pinnacle,60.78431372549019,0.5665108372290693
164,Nicholas Paul,player_shots_on_goal,1.5,Over,-137,NHL,icehockey_nhl,Pinnacle,57.80590717299579,0.5399040981537925
165,Nicholas Paul,player_shots_on_goal,1.5,Under,103,NHL,icehockey_nhl,Pinnacle,49.26108374384236,0.4600959018462076
166,Aleksander Barkov,player_shots_on_goal,2.5,Over,-102,NHL,icehockey_nhl,Pinnacle,50.495049504950494,0.47184231697506035
167,Aleksander Barkov,player_shots_on_goal,2.5,Under,-130,NHL,icehockey_nhl,Pinnacle,56.52173913043478,0.5281576830249397
168,Sam Reinhart,player_shots_on_goal,2.5,Over,-168,NHL,icehockey_nhl,Pinnacle,62.68656716417911,0.5785633413007926
169,Sam Reinhart,player_shots_on_goal,2.5,Under,119,NHL,icehockey_nhl,Pinnacle,45.662100456621005,0.42143665869920743
170,Sam Bennett,player_shots_on_goal,2.5,Over,120,NHL,icehockey_nhl,Pinnacle,45.45454545454545,0.4242522756827048
171,Sam Bennett,player_shots_on_goal,2.5,Under,-161,NHL,icehockey_nhl,Pinnacle,61.68582375478927,0.5757477243172952
172,Brayden Point,player_shots_on_goal,2.5,Over,-124,NHL,icehockey_nhl,Pinnacle,55.35714285714286,0.5171246675799823
173,Brayden Point,player_shots_on_goal,2.5,Under,-107,NHL,icehockey_nhl,Pinnacle,51.690821256038646,0.4828753324200177
174,Evan Rodrigues,player_shots_on_goal,1.5,Over,-199,NHL,icehockey_nhl,Pinnacle,66.5551839464883,0.6188946670745386
175,Evan Rodrigues,player_shots_on_goal,1.5,Under,144,NHL,icehockey_nhl,Pinnacle,40.98360655737705,0.3811053329254614
176,Gustav Forsling,player_shots_on_goal,1.5,Over,-142,NHL,icehockey_nhl,Pinnacle,58.67768595041323,0.5472573523909301
177,Gustav Forsling,player_shots_on_goal,1.5,Under,106,NHL,icehockey_nhl,Pinnacle,48.54368932038835,0.4527426476090698
178,Brandon Hagel,player_shots_on_goal,1.5,Over,-161,NHL,icehockey_nhl,Pinnacle,61.68582375478927,0.5757477243172952
179,Brandon Hagel,player_shots_on_goal,1.5,Under,120,NHL,icehockey_nhl,Pinnacle,45.45454545454545,0.4242522756827048
180,Carter Verhaeghe,player_shots_on_goal,2.5,Over,-134,NHL,icehockey_nhl,Pinnacle,57.26495726495726,0.535105495291453
181,Carter Verhaeghe,player_shots_on_goal,2.5,Under,101,NHL,icehockey_nhl,Pinnacle,49.75124378109453,0.46489450470854693
182,Matthew Tkachuk,player_shots_on_goal,3.5,Over,110,NHL,icehockey_nhl,Pinnacle,47.61904761904761,0.4444844340471477
183,Matthew Tkachuk,player_shots_on_goal,3.5,Under,-147,NHL,icehockey_nhl,Pinnacle,59.51417004048582,0.5555155659528522
184,Brandon Montour,player_shots_on_goal,2.5,Over,-108,NHL,icehockey_nhl,Pinnacle,51.92307692307693,0.48489973423532257
185,Brandon Montour,player_shots_on_goal,2.5,Under,-123,NHL,icehockey_nhl,Pinnacle,55.15695067264574,0.5151002657646775
186,Anton Lundell,player_shots_on_goal,1.5,Over,-147,NHL,icehockey_nhl,Pinnacle,59.51417004048582,0.5555155659528522
187,Anton Lundell,player_shots_on_goal,1.5,Under,110,NHL,icehockey_nhl,Pinnacle,47.61904761904761,0.4444844340471477
188,Tyler Toffoli,player_assists,0.5,Over,254,NHL,icehockey_nhl,Pinnacle,28.24858757062147,0.25947381124788804
189,Tyler Toffoli,player_assists,0.5,Under,-416,NHL,icehockey_nhl,Pinnacle,80.62015503875969,0.740526188752112
190,Mark Scheifele,player_assists,0.5,Over,-101,NHL,icehockey_nhl,Pinnacle,50.24875621890548,0.46979581974145224
191,Mark Scheifele,player_assists,0.5,Under,-131,NHL,icehockey_nhl,Pinnacle,56.709956709956714,0.5302041802585478
192,Nathan MacKinnon,player_assists,0.5,Over,-244,NHL,icehockey_nhl,Pinnacle,70.93023255813954,0.645755241586687
193,Nathan MacKinnon,player_assists,0.5,Under,157,NHL,icehockey_nhl,Pinnacle,38.91050583657588,0.35424475841331304
194,Sean Monahan,player_assists,0.5,Over,182,NHL,icehockey_nhl,Pinnacle,35.46099290780142,0.3281488806976535
195,Sean Monahan,player_assists,0.5,Under,-265,NHL,icehockey_nhl,Pinnacle,72.6027397260274,0.6718511193023465
196,Valeri Nichushkin,player_assists,0.5,Over,143,NHL,icehockey_nhl,Pinnacle,41.1522633744856,0.37791052054126545
197,Valeri Nichushkin,player_assists,0.5,Under,-210,NHL,icehockey_nhl,Pinnacle,67.74193548387096,0.6220894794587346
198,Josh Morrissey,player_assists,0.5,Over,-109,NHL,icehockey_nhl,Pinnacle,52.15311004784689,0.48332286925129486
199,Josh Morrissey,player_assists,0.5,Under,-126,NHL,icehockey_nhl,Pinnacle,55.75221238938053,0.516677130748705
200,Nikolaj Ehlers,player_assists,0.5,Over,191,NHL,icehockey_nhl,Pinnacle,34.36426116838488,0.3176398197269295
201,Nikolaj Ehlers,player_assists,0.5,Under,-282,NHL,icehockey_nhl,Pinnacle,73.82198952879581,0.6823601802730704
202,Mikko Rantanen,player_assists,0.5,Over,-125,NHL,icehockey_nhl,Pinnacle,55.55555555555556,0.5084745762711864
203,Mikko Rantanen,player_assists,0.5,Under,-116,NHL,icehockey_nhl,Pinnacle,53.70370370370371,0.4915254237288136
204,Kyle Connor,player_assists,0.5,Over,124,NHL,icehockey_nhl,Pinnacle,44.642857142857146,0.41648468209895806
205,Kyle Connor,player_assists,0.5,Under,-167,NHL,icehockey_nhl,Pinnacle,62.546816479400746,0.583515317901042
206,Artturi Lehkonen,player_assists,0.5,Over,171,NHL,icehockey_nhl,Pinnacle,36.90036900369004,0.342206836178425
207,Artturi Lehkonen,player_assists,0.5,Under,-244,NHL,icehockey_nhl,Pinnacle,70.93023255813954,0.6577931638215749
208,Devon Toews,player_assists,0.5,Over,173,NHL,icehockey_nhl,Pinnacle,36.63003663003663,0.33975972035914653
209,Devon Toews,player_assists,0.5,Under,-247,NHL,icehockey_nhl,Pinnacle,71.18155619596543,0.6602402796408534
210,Gabriel Vilardi,player_assists,0.5,Over,200,NHL,icehockey_nhl,Pinnacle,33.33333333333333,0.30787037037037035
211,Gabriel Vilardi,player_assists,0.5,Under,-299,NHL,icehockey_nhl,Pinnacle,74.93734335839599,0.6921296296296297
212,Casey Mittelstadt,player_assists,0.5,Over,208,NHL,icehockey_nhl,Pinnacle,32.467532467532465,0.2995957262489171
213,Casey Mittelstadt,player_assists,0.5,Under,-315,NHL,icehockey_nhl,Pinnacle,75.90361445783132,0.7004042737510829
214,Cale Makar,player_assists,0.5,Over,-161,NHL,icehockey_nhl,Pinnacle,61.68582375478927,0.5678307088569867
215,Cale Makar,player_assists,0.5,Under,113,NHL,icehockey_nhl,Pinnacle,46.948356807511736,0.4321692911430133
216,Neal Pionk,player_assists,0.5,Over,206,NHL,icehockey_nhl,Pinnacle,32.6797385620915,0.30161595702523003
217,Neal Pionk,player_assists,0.5,Under,-311,NHL,icehockey_nhl,Pinnacle,75.669099756691,0.69838404297477
218,Tyler Toffoli,player_points,0.5,Over,107,NHL,icehockey_nhl,Pinnacle,48.309178743961354,0.45154308318095304
